Initialising Weights Using Xavier Weight Initialisation
Hidden Units: 30
Number of Epochs: 10000

****************
Learning Rate: 7.5e-06
****************

Training log:
Target: Y
Prediction: V

Target: P
Prediction: P

Target: J
Prediction: J

Target: W
Prediction: W

Target: M
Prediction: M

Target: H
Prediction: B

Target: I
Prediction: I

Target: V
Prediction: V

Target: W
Prediction: W

Target: A
Prediction: A

Target: I
Prediction: I

Target: J
Prediction: J

Target: B
Prediction: X

Target: F
Prediction: P

Target: P
Prediction: P

Target: E
Prediction: X

Target: W
Prediction: W

Target: C
Prediction: C

Target: H
Prediction: B

Target: Y
Prediction: V

Target: R
Prediction: X

Target: F
Prediction: X

Target: N
Prediction: M

Target: K
Prediction: X

Target: S
Prediction: X

Target: Z
Prediction: Z

Target: M
Prediction: M

Target: F
Prediction: F

Target: C
Prediction: C

Target: C
Prediction: C

Target: O
Prediction: N

Target: N
Prediction: N

Target: C
Prediction: C

Target: E
Prediction: C

Target: B
Prediction: X

Target: B
Prediction: B

Target: G
Prediction: N

Target: N
Prediction: N

Target: S
Prediction: B

Target: D
Prediction: B

Target: G
Prediction: G

Target: V
Prediction: V

Target: Q
Prediction: N

Target: W
Prediction: W

Target: T
Prediction: T

Target: K
Prediction: C

Target: J
Prediction: Z

Target: A
Prediction: A

Target: N
Prediction: T

Target: R
Prediction: B

Target: C
Prediction: C

Target: H
Prediction: N

Target: E
Prediction: X

Target: I
Prediction: I

Target: D
Prediction: D

Target: G
Prediction: C

Target: Z
Prediction: Z

Target: J
Prediction: J

Target: K
Prediction: X

Target: D
Prediction: D

Target: P
Prediction: P

Target: B
Prediction: B

Target: E
Prediction: C

Target: N
Prediction: N

Target: Q
Prediction: N

Target: D
Prediction: P

Target: B
Prediction: Z

Target: H
Prediction: N

Target: S
Prediction: B

Target: S
Prediction: Z

Target: C
Prediction: E

Target: D
Prediction: D

Target: R
Prediction: B

Target: K
Prediction: C

Target: R
Prediction: B

Target: S
Prediction: X

Target: Z
Prediction: Z

Target: S
Prediction: Z

Target: N
Prediction: M

Target: X
Prediction: X

Target: B
Prediction: B

Target: B
Prediction: B

Target: V
Prediction: V

Target: O
Prediction: N

Target: P
Prediction: P

Target: G
Prediction: C

Target: C
Prediction: X

Target: A
Prediction: A

Target: T
Prediction: T

Target: U
Prediction: U

Target: E
Prediction: C

Target: U
Prediction: U

Target: Y
Prediction: Z

Target: O
Prediction: N

Target: Z
Prediction: Z

Target: X
Prediction: X

Target: N
Prediction: N

Target: S
Prediction: Z

Target: K
Prediction: B

Target: C
Prediction: C

Target: O
Prediction: N

Target: S
Prediction: C

Target: I
Prediction: I

Target: A
Prediction: A

Target: M
Prediction: M

Target: J
Prediction: J

Target: V
Prediction: V

Target: Y
Prediction: V

Target: U
Prediction: N

Target: N
Prediction: M

Target: E
Prediction: C

Target: T
Prediction: T

Target: G
Prediction: N

Target: Z
Prediction: Z

Target: E
Prediction: X

Target: V
Prediction: V

Target: E
Prediction: Z

Target: D
Prediction: Z

Target: N
Prediction: N

Target: X
Prediction: X

Target: H
Prediction: N

Target: E
Prediction: X

Target: D
Prediction: D

Target: L
Prediction: L

Target: U
Prediction: N

Target: O
Prediction: N

Target: X
Prediction: X

Target: F
Prediction: F

Target: R
Prediction: B

Target: D
Prediction: D

Target: M
Prediction: M

Target: K
Prediction: X

Target: V
Prediction: V

Target: K
Prediction: X

Target: G
Prediction: C

Target: J
Prediction: N

Target: W
Prediction: W

Target: T
Prediction: T

Target: A
Prediction: A

Target: R
Prediction: B

Target: D
Prediction: P

Target: B
Prediction: X

Target: D
Prediction: N

Target: S
Prediction: X

Target: S
Prediction: Z

Target: J
Prediction: N

Target: Y
Prediction: N

Target: G
Prediction: V

Target: U
Prediction: I

Target: N
Prediction: N

Target: B
Prediction: E

Target: K
Prediction: X

Target: B
Prediction: B

Target: M
Prediction: M

Target: K
Prediction: A

Target: G
Prediction: C

Target: U
Prediction: U

Target: E
Prediction: Z

Target: F
Prediction: F

Target: W
Prediction: W

Target: A
Prediction: A

Target: P
Prediction: P

Target: B
Prediction: Z

Target: S
Prediction: Z

Target: T
Prediction: T

Target: O
Prediction: N

Target: I
Prediction: P

Target: T
Prediction: C

Target: R
Prediction: B

Target: R
Prediction: B

Target: L
Prediction: L

Target: M
Prediction: M

Target: K
Prediction: X

Target: E
Prediction: C

Target: B
Prediction: B

Target: M
Prediction: M

Target: C
Prediction: C

Target: E
Prediction: C

Target: J
Prediction: J

Target: I
Prediction: N

Target: G
Prediction: C

Target: A
Prediction: A

Target: W
Prediction: W

Target: X
Prediction: X

Target: G
Prediction: N

Target: Q
Prediction: N

Target: T
Prediction: T

Target: U
Prediction: U

Target: M
Prediction: M

Target: T
Prediction: T

Target: S
Prediction: X

Target: A
Prediction: A

Target: G
Prediction: C

Target: V
Prediction: B

Target: U
Prediction: U

Target: T
Prediction: T

Target: C
Prediction: C

Target: Q
Prediction: N

Target: V
Prediction: N

Target: G
Prediction: C

Target: K
Prediction: X

Target: D
Prediction: N

Average Error on Test Set: 0.07737146968415427

Correctly Predicted: 48.5% of test set

-----------------------------------------------------------------------------
