Initialising Weights Using Xavier Weight Initialisation
Hidden Units: 50
Number of Epochs: 10000

****************
Learning Rate: 7.5e-06
****************

Training log:
Prediction: V

Target: W
Prediction: W

Target: A
Prediction: A

Target: I
Prediction: I

Target: J
Prediction: J

Target: B
Prediction: D

Target: F
Prediction: P

Target: P
Prediction: P

Target: E
Prediction: K

Target: W
Prediction: W

Target: C
Prediction: C

Target: H
Prediction: K

Target: Y
Prediction: Y

Target: R
Prediction: Q

Target: F
Prediction: N

Target: N
Prediction: N

Target: K
Prediction: K

Target: S
Prediction: F

Target: Z
Prediction: Z

Target: M
Prediction: M

Target: F
Prediction: F

Target: C
Prediction: C

Target: C
Prediction: U

Target: O
Prediction: Q

Target: N
Prediction: N

Target: C
Prediction: C

Target: E
Prediction: C

Target: B
Prediction: D

Target: B
Prediction: D

Target: G
Prediction: Q

Target: N
Prediction: N

Target: S
Prediction: S

Target: D
Prediction: D

Target: G
Prediction: Q

Target: V
Prediction: V

Target: Q
Prediction: Q

Target: W
Prediction: W

Target: T
Prediction: T

Target: K
Prediction: K

Target: J
Prediction: Z

Target: A
Prediction: A

Target: N
Prediction: N

Target: R
Prediction: R

Target: C
Prediction: K

Target: H
Prediction: N

Target: E
Prediction: K

Target: I
Prediction: I

Target: D
Prediction: D

Target: G
Prediction: Q

Target: Z
Prediction: Z

Target: J
Prediction: J

Target: K
Prediction: K

Target: D
Prediction: D

Target: P
Prediction: P

Target: B
Prediction: Z

Target: E
Prediction: K

Target: N
Prediction: N

Target: Q
Prediction: Q

Target: D
Prediction: P

Target: B
Prediction: S

Target: H
Prediction: N

Target: S
Prediction: S

Target: S
Prediction: Z

Target: C
Prediction: K

Target: D
Prediction: D

Target: R
Prediction: Q

Target: K
Prediction: K

Target: R
Prediction: K

Target: S
Prediction: D

Target: Z
Prediction: Z

Target: S
Prediction: S

Target: N
Prediction: N

Target: X
Prediction: K

Target: B
Prediction: S

Target: B
Prediction: K

Target: V
Prediction: V

Target: O
Prediction: Q

Target: P
Prediction: P

Target: G
Prediction: K

Target: C
Prediction: K

Target: A
Prediction: A

Target: T
Prediction: T

Target: U
Prediction: U

Target: E
Prediction: K

Target: U
Prediction: U

Target: Y
Prediction: S

Target: O
Prediction: D

Target: Z
Prediction: Z

Target: X
Prediction: D

Target: N
Prediction: N

Target: S
Prediction: S

Target: K
Prediction: K

Target: C
Prediction: C

Target: O
Prediction: D

Target: S
Prediction: A

Target: I
Prediction: I

Target: A
Prediction: A

Target: M
Prediction: M

Target: J
Prediction: J

Target: V
Prediction: V

Target: Y
Prediction: Y

Target: U
Prediction: R

Target: N
Prediction: N

Target: E
Prediction: K

Target: T
Prediction: T

Target: G
Prediction: P

Target: Z
Prediction: Z

Target: E
Prediction: K

Target: V
Prediction: V

Target: E
Prediction: C

Target: D
Prediction: Z

Target: N
Prediction: N

Target: X
Prediction: Q

Target: H
Prediction: N

Target: E
Prediction: R

Target: D
Prediction: P

Target: L
Prediction: L

Target: U
Prediction: N

Target: O
Prediction: Q

Target: X
Prediction: R

Target: F
Prediction: F

Target: R
Prediction: Q

Target: D
Prediction: D

Target: M
Prediction: M

Target: K
Prediction: X

Target: V
Prediction: V

Target: K
Prediction: C

Target: G
Prediction: K

Target: J
Prediction: Q

Target: W
Prediction: W

Target: T
Prediction: T

Target: A
Prediction: A

Target: R
Prediction: D

Target: D
Prediction: P

Target: B
Prediction: R

Target: D
Prediction: J

Target: S
Prediction: F

Target: S
Prediction: S

Target: J
Prediction: Q

Target: Y
Prediction: Q

Target: G
Prediction: P

Target: U
Prediction: U

Target: N
Prediction: N

Target: B
Prediction: R

Target: K
Prediction: C

Target: B
Prediction: S

Target: M
Prediction: M

Target: K
Prediction: A

Target: G
Prediction: K

Target: U
Prediction: U

Target: E
Prediction: K

Target: F
Prediction: F

Target: W
Prediction: W

Target: A
Prediction: A

Target: P
Prediction: P

Target: B
Prediction: Z

Target: S
Prediction: S

Target: T
Prediction: T

Target: O
Prediction: Q

Target: I
Prediction: P

Target: T
Prediction: K

Target: R
Prediction: Q

Target: R
Prediction: K

Target: L
Prediction: L

Target: M
Prediction: M

Target: K
Prediction: N

Target: E
Prediction: C

Target: B
Prediction: D

Target: M
Prediction: M

Target: C
Prediction: K

Target: E
Prediction: Q

Target: J
Prediction: J

Target: I
Prediction: Z

Target: G
Prediction: K

Target: A
Prediction: A

Target: W
Prediction: W

Target: X
Prediction: D

Target: G
Prediction: Q

Target: Q
Prediction: Q

Target: T
Prediction: T

Target: U
Prediction: U

Target: M
Prediction: M

Target: T
Prediction: T

Target: S
Prediction: U

Target: A
Prediction: A

Target: G
Prediction: C

Target: V
Prediction: P

Target: U
Prediction: U

Target: T
Prediction: T

Target: C
Prediction: C

Target: Q
Prediction: Q

Target: V
Prediction: Q

Target: G
Prediction: K

Target: K
Prediction: N

Target: D
Prediction: J

Average Error on Test Set: 0.07573106721311577

Correctly Predicted: 55.1% of test set

-----------------------------------------------------------------------------
