Initialising Weights Randomly Between 0 and 1
Hidden Units: 20
Number of Epochs: 10000

****************
Learning Rate: 0.001
****************

Training log:
Target: W
Prediction: I

Target: C
Prediction: I

Target: H
Prediction: I

Target: Y
Prediction: I

Target: R
Prediction: I

Target: F
Prediction: I

Target: N
Prediction: I

Target: K
Prediction: I

Target: S
Prediction: I

Target: Z
Prediction: I

Target: M
Prediction: I

Target: F
Prediction: I

Target: C
Prediction: I

Target: C
Prediction: I

Target: O
Prediction: I

Target: N
Prediction: I

Target: C
Prediction: I

Target: E
Prediction: I

Target: B
Prediction: I

Target: B
Prediction: I

Target: G
Prediction: I

Target: N
Prediction: I

Target: S
Prediction: I

Target: D
Prediction: I

Target: G
Prediction: I

Target: V
Prediction: I

Target: Q
Prediction: I

Target: W
Prediction: I

Target: T
Prediction: I

Target: K
Prediction: I

Target: J
Prediction: I

Target: A
Prediction: I

Target: N
Prediction: I

Target: R
Prediction: I

Target: C
Prediction: I

Target: H
Prediction: I

Target: E
Prediction: I

Target: I
Prediction: I

Target: D
Prediction: I

Target: G
Prediction: I

Target: Z
Prediction: I

Target: J
Prediction: I

Target: K
Prediction: I

Target: D
Prediction: I

Target: P
Prediction: I

Target: B
Prediction: I

Target: E
Prediction: I

Target: N
Prediction: I

Target: Q
Prediction: I

Target: D
Prediction: I

Target: B
Prediction: I

Target: H
Prediction: I

Target: S
Prediction: I

Target: S
Prediction: I

Target: C
Prediction: I

Target: D
Prediction: I

Target: R
Prediction: I

Target: K
Prediction: I

Target: R
Prediction: I

Target: S
Prediction: I

Target: Z
Prediction: I

Target: S
Prediction: I

Target: N
Prediction: I

Target: X
Prediction: I

Target: B
Prediction: I

Target: B
Prediction: I

Target: V
Prediction: I

Target: O
Prediction: I

Target: P
Prediction: I

Target: G
Prediction: I

Target: C
Prediction: I

Target: A
Prediction: I

Target: T
Prediction: I

Target: U
Prediction: I

Target: E
Prediction: I

Target: U
Prediction: I

Target: Y
Prediction: I

Target: O
Prediction: I

Target: Z
Prediction: I

Target: X
Prediction: I

Target: N
Prediction: I

Target: S
Prediction: I

Target: K
Prediction: I

Target: C
Prediction: I

Target: O
Prediction: I

Target: S
Prediction: I

Target: I
Prediction: I

Target: A
Prediction: I

Target: M
Prediction: I

Target: J
Prediction: I

Target: V
Prediction: I

Target: Y
Prediction: I

Target: U
Prediction: I

Target: N
Prediction: I

Target: E
Prediction: I

Target: T
Prediction: I

Target: G
Prediction: I

Target: Z
Prediction: I

Target: E
Prediction: I

Target: V
Prediction: I

Target: E
Prediction: I

Target: D
Prediction: I

Target: N
Prediction: I

Target: X
Prediction: I

Target: H
Prediction: I

Target: E
Prediction: I

Target: D
Prediction: I

Target: L
Prediction: I

Target: U
Prediction: I

Target: O
Prediction: I

Target: X
Prediction: I

Target: F
Prediction: I

Target: R
Prediction: I

Target: D
Prediction: I

Target: M
Prediction: I

Target: K
Prediction: I

Target: V
Prediction: I

Target: K
Prediction: I

Target: G
Prediction: I

Target: J
Prediction: I

Target: W
Prediction: I

Target: T
Prediction: I

Target: A
Prediction: I

Target: R
Prediction: I

Target: D
Prediction: I

Target: B
Prediction: I

Target: D
Prediction: I

Target: S
Prediction: I

Target: S
Prediction: I

Target: J
Prediction: I

Target: Y
Prediction: I

Target: G
Prediction: I

Target: U
Prediction: I

Target: N
Prediction: I

Target: B
Prediction: I

Target: K
Prediction: I

Target: B
Prediction: I

Target: M
Prediction: I

Target: K
Prediction: I

Target: G
Prediction: I

Target: U
Prediction: I

Target: E
Prediction: I

Target: F
Prediction: I

Target: W
Prediction: I

Target: A
Prediction: I

Target: P
Prediction: I

Target: B
Prediction: I

Target: S
Prediction: I

Target: T
Prediction: I

Target: O
Prediction: I

Target: I
Prediction: I

Target: T
Prediction: I

Target: R
Prediction: I

Target: R
Prediction: I

Target: L
Prediction: I

Target: M
Prediction: I

Target: K
Prediction: I

Target: E
Prediction: I

Target: B
Prediction: I

Target: M
Prediction: I

Target: C
Prediction: I

Target: E
Prediction: I

Target: J
Prediction: I

Target: I
Prediction: I

Target: G
Prediction: I

Target: A
Prediction: I

Target: W
Prediction: I

Target: X
Prediction: I

Target: G
Prediction: I

Target: Q
Prediction: I

Target: T
Prediction: I

Target: U
Prediction: I

Target: M
Prediction: I

Target: T
Prediction: I

Target: S
Prediction: I

Target: A
Prediction: I

Target: G
Prediction: I

Target: V
Prediction: I

Target: U
Prediction: I

Target: T
Prediction: I

Target: C
Prediction: I

Target: Q
Prediction: I

Target: V
Prediction: I

Target: G
Prediction: I

Target: K
Prediction: I

Target: D
Prediction: I

Average Error on Test Set: 0.9615384614912116

Correctly Predicted: 4.05% of test set

****************
Learning Rate: 1e-06
****************

Training log:
****************
Error after 100 epochs: 0.9615383455925236
Error after 500 epochs: 0.9615383455093608
Error after 1000 epochs: 0.9615383454051775
Error after 2000 epochs: 0.9615383451960402
Error after 5000 epochs: 0.9615383445623905
Error after 10000 epochs: 0.9615383434850221

Testing log (showing every tenth set of targets/predictions):
****************
Target: U
Prediction: T

Target: F
Prediction: T

Target: H
Prediction: T

Target: B
Prediction: T

Target: E
Prediction: T

Target: H
Prediction: T

Target: U
Prediction: T

Target: W
Prediction: T

Target: S
Prediction: T

Target: O
Prediction: T

Target: V
Prediction: T

Target: A
Prediction: T

Target: C
Prediction: T

Target: B
Prediction: T

Target: A
Prediction: T

Target: H
Prediction: T

Target: H
Prediction: T

Target: R
Prediction: T

Target: X
Prediction: T

Target: O
Prediction: T

Target: R
Prediction: T

Target: O
Prediction: T

Target: W
Prediction: T

Target: J
Prediction: T

Target: V
Prediction: T

Target: K
Prediction: T

Target: S
Prediction: T

Target: C
Prediction: T

Target: Q
Prediction: T

Target: X
Prediction: T

Target: A
Prediction: T

Target: F
Prediction: T

Target: T
Prediction: T

Target: O
Prediction: T

Target: G
Prediction: T

Target: K
Prediction: T

Target: Y
Prediction: T

Target: H
Prediction: T

Target: Z
Prediction: T

Target: C
Prediction: T

Target: P
Prediction: T

Target: C
Prediction: T

Target: Z
Prediction: T

Target: H
Prediction: T

Target: H
Prediction: T

Target: O
Prediction: T

Target: R
Prediction: T

Target: A
Prediction: T

Target: Y
Prediction: T

Target: N
Prediction: T

Target: Q
Prediction: T

Target: F
Prediction: T

Target: I
Prediction: T

Target: I
Prediction: T

Target: R
Prediction: T

Target: J
Prediction: T

Target: T
Prediction: T

Target: D
Prediction: T

Target: Q
Prediction: T

Target: P
Prediction: T

Target: P
Prediction: T

Target: V
Prediction: T

Target: W
Prediction: T

Target: J
Prediction: T

Target: P
Prediction: T

Target: K
Prediction: T

Target: M
Prediction: T

Target: K
Prediction: T

Target: N
Prediction: T

Target: P
Prediction: T

Target: O
Prediction: T

Target: F
Prediction: T

Target: R
Prediction: T

Target: D
Prediction: T

Target: D
Prediction: T

Target: M
Prediction: T

Target: Z
Prediction: T

Target: R
Prediction: T

Target: M
Prediction: T

Target: T
Prediction: T

Target: A
Prediction: T

Target: W
Prediction: T

Target: W
Prediction: T

Target: K
Prediction: T

Target: E
Prediction: T

Target: F
Prediction: T

Target: G
Prediction: T

Target: Q
Prediction: T

Target: V
Prediction: T

Target: Y
Prediction: T

Target: G
Prediction: T

Target: Y
Prediction: T

Target: O
Prediction: T

Target: I
Prediction: T

Target: X
Prediction: T

Target: U
Prediction: T

Target: G
Prediction: T

Target: N
Prediction: T

Target: Q
Prediction: T

Target: Y
Prediction: T

Target: Z
Prediction: T

Target: H
Prediction: T

Target: Q
Prediction: T

Target: O
Prediction: T

Target: S
Prediction: T

Target: O
Prediction: T

Target: I
Prediction: T

Target: G
Prediction: T

Target: G
Prediction: T

Target: P
Prediction: T

Target: W
Prediction: T

Target: Q
Prediction: T

Target: F
Prediction: T

Target: X
Prediction: T

Target: B
Prediction: T

Target: F
Prediction: T

Target: X
Prediction: T

Target: X
Prediction: T

Target: I
Prediction: T

Target: E
Prediction: T

Target: I
Prediction: T

Target: J
Prediction: T

Target: P
Prediction: T

Target: P
Prediction: T

Target: D
Prediction: T

Target: X
Prediction: T

Target: V
Prediction: T

Target: F
Prediction: T

Target: V
Prediction: T

Target: W
Prediction: T

Target: P
Prediction: T

Target: Q
Prediction: T

Target: E
Prediction: T

Target: I
Prediction: T

Target: A
Prediction: T

Target: O
Prediction: T

Target: N
Prediction: T

Target: M
Prediction: T

Target: L
Prediction: T

Target: R
Prediction: T

Target: B
Prediction: T

Target: S
Prediction: T

Target: J
Prediction: T

Target: K
Prediction: T

Target: O
Prediction: T

Target: I
Prediction: T

Target: Y
Prediction: T

Target: B
Prediction: T

Target: R
Prediction: T

Target: J
Prediction: T

Target: Z
Prediction: T

Target: N
Prediction: T

Target: B
Prediction: T

Target: S
Prediction: T

Target: U
Prediction: T

Target: J
Prediction: T

Target: Q
Prediction: T

Target: T
Prediction: T

Target: Z
Prediction: T

Target: F
Prediction: T

Target: J
Prediction: T

Target: L
Prediction: T

Target: V
Prediction: T

Target: I
Prediction: T

Target: U
Prediction: T

Target: K
Prediction: T

Target: E
Prediction: T

Target: F
Prediction: T

Target: N
Prediction: T

Target: A
Prediction: T

Target: N
Prediction: T

Target: B
Prediction: T

Target: J
Prediction: T

Target: P
Prediction: T

Target: Z
Prediction: T

Target: W
Prediction: T

Target: F
Prediction: T

Target: X
Prediction: T

Target: R
Prediction: T

Target: H
Prediction: T

Target: L
Prediction: T

Target: R
Prediction: T

Target: O
Prediction: T

Target: K
Prediction: T

Target: S
Prediction: T

Target: C
Prediction: T

Target: Y
Prediction: T

Target: Z
Prediction: T

Target: F
Prediction: T

Target: C
Prediction: T

Target: H
Prediction: T

Target: T
Prediction: T

Target: R
Prediction: T

Target: S
Prediction: T

Target: D
Prediction: T

Target: E
Prediction: T

Target: A
Prediction: T

Target: E
Prediction: T

Target: Y
Prediction: T

Target: P
Prediction: T

Target: J
Prediction: T

Target: W
Prediction: T

Target: M
Prediction: T

Target: H
Prediction: T

Target: I
Prediction: T

Target: V
Prediction: T

Target: W
Prediction: T

Target: A
Prediction: T

Target: I
Prediction: T

Target: J
Prediction: T

Target: B
Prediction: T

Target: F
Prediction: T

Target: P
Prediction: T

Target: E
Prediction: T

Target: W
Prediction: T

Target: C
Prediction: T

Target: H
Prediction: T

Target: Y
Prediction: T

Target: R
Prediction: T

Target: F
Prediction: T

Target: N
Prediction: T

Target: K
Prediction: T

Target: S
Prediction: T

Target: Z
Prediction: T

Target: M
Prediction: T

Target: F
Prediction: T

Target: C
Prediction: T

Target: C
Prediction: T

Target: O
Prediction: T

Target: N
Prediction: T

Target: C
Prediction: T

Target: E
Prediction: T

Target: B
Prediction: T

Target: B
Prediction: T

Target: G
Prediction: T

Target: N
Prediction: T

Target: S
Prediction: T

Target: D
Prediction: T

Target: G
Prediction: T

Target: V
Prediction: T

Target: Q
Prediction: T

Target: W
Prediction: T

Target: T
Prediction: T

Target: K
Prediction: T

Target: J
Prediction: T

Target: A
Prediction: T

Target: N
Prediction: T

Target: R
Prediction: T

Target: C
Prediction: T

Target: H
Prediction: T

Target: E
Prediction: T

Target: I
Prediction: T

Target: D
Prediction: T

Target: G
Prediction: T

Target: Z
Prediction: T

Target: J
Prediction: T

Target: K
Prediction: T

Target: D
Prediction: T

Target: P
Prediction: T

Target: B
Prediction: T

Target: E
Prediction: T

Target: N
Prediction: T

Target: Q
Prediction: T

Target: D
Prediction: T

Target: B
Prediction: T

Target: H
Prediction: T

Target: S
Prediction: T

Target: S
Prediction: T

Target: C
Prediction: T

Target: D
Prediction: T

Target: R
Prediction: T

Target: K
Prediction: T

Target: R
Prediction: T

Target: S
Prediction: T

Target: Z
Prediction: T

Target: S
Prediction: T

Target: N
Prediction: T

Target: X
Prediction: T

Target: B
Prediction: T

Target: B
Prediction: T

Target: V
Prediction: T

Target: O
Prediction: T

Target: P
Prediction: T

Target: G
Prediction: T

Target: C
Prediction: T

Target: A
Prediction: T

Target: T
Prediction: T

Target: U
Prediction: T

Target: E
Prediction: T

Target: U
Prediction: T

Target: Y
Prediction: T

Target: O
Prediction: T

Target: Z
Prediction: T

Target: X
Prediction: T

Target: N
Prediction: T

Target: S
Prediction: T

Target: K
Prediction: T

Target: C
Prediction: T

Target: O
Prediction: T

Target: S
Prediction: T

Target: I
Prediction: T

Target: A
Prediction: T

Target: M
Prediction: T

Target: J
Prediction: T

Target: V
Prediction: T

Target: Y
Prediction: T

Target: U
Prediction: T

Target: N
Prediction: T

Target: E
Prediction: T

Target: T
Prediction: T

Target: G
Prediction: T

Target: Z
Prediction: T

Target: E
Prediction: T

Target: V
Prediction: T

Target: E
Prediction: T

Target: D
Prediction: T

Target: N
Prediction: T

Target: X
Prediction: T

Target: H
Prediction: T

Target: E
Prediction: T

Target: D
Prediction: T

Target: L
Prediction: T

Target: U
Prediction: T

Target: O
Prediction: T

Target: X
Prediction: T

Target: F
Prediction: T

Target: R
Prediction: T

Target: D
Prediction: T

Target: M
Prediction: T

Target: K
Prediction: T

Target: V
Prediction: T

Target: K
Prediction: T

Target: G
Prediction: T

Target: J
Prediction: T

Target: W
Prediction: T

Target: T
Prediction: T

Target: A
Prediction: T

Target: R
Prediction: T

Target: D
Prediction: T

Target: B
Prediction: T

Target: D
Prediction: T

Target: S
Prediction: T

Target: S
Prediction: T

Target: J
Prediction: T

Target: Y
Prediction: T

Target: G
Prediction: T

Target: U
Prediction: T

Target: N
Prediction: T

Target: B
Prediction: T

Target: K
Prediction: T

Target: B
Prediction: T

Target: M
Prediction: T

Target: K
Prediction: T

Target: G
Prediction: T

Target: U
Prediction: T

Target: E
Prediction: T

Target: F
Prediction: T

Target: W
Prediction: T

Target: A
Prediction: T

Target: P
Prediction: T

Target: B
Prediction: T

Target: S
Prediction: T

Target: T
Prediction: T

Target: O
Prediction: T

Target: I
Prediction: T

Target: T
Prediction: T

Target: R
Prediction: T

Target: R
Prediction: T

Target: L
Prediction: T

Target: M
Prediction: T

Target: K
Prediction: T

Target: E
Prediction: T

Target: B
Prediction: T

Target: M
Prediction: T

Target: C
Prediction: T

Target: E
Prediction: T

Target: J
Prediction: T

Target: I
Prediction: T

Target: G
Prediction: T

Target: A
Prediction: T

Target: W
Prediction: T

Target: X
Prediction: T

Target: G
Prediction: T

Target: Q
Prediction: T

Target: T
Prediction: T

Target: U
Prediction: T

Target: M
Prediction: T

Target: T
Prediction: T

Target: S
Prediction: T

Target: A
Prediction: T

Target: G
Prediction: T

Target: V
Prediction: T

Target: U
Prediction: T

Target: T
Prediction: T

Target: C
Prediction: T

Target: Q
Prediction: T

Target: V
Prediction: T

Target: G
Prediction: T

Target: K
Prediction: T

Target: D
Prediction: T

Average Error on Test Set: 0.9615384593584373

Correctly Predicted: 3.6% of test set

-----------------------------------------------------------------------------
