Initialising Weights Using Xavier Weight Initialisation
Hidden Units: 50
Number of Epochs: 2000

****************
Learning Rate: 7.5e-06
****************

Training log:
Target: W
Prediction: M

Target: C
Prediction: J

Target: H
Prediction: A

Target: Y
Prediction: Y

Target: R
Prediction: M

Target: F
Prediction: A

Target: N
Prediction: M

Target: K
Prediction: A

Target: S
Prediction: F

Target: Z
Prediction: F

Target: M
Prediction: M

Target: F
Prediction: F

Target: C
Prediction: Z

Target: C
Prediction: A

Target: O
Prediction: A

Target: N
Prediction: Y

Target: C
Prediction: D

Target: E
Prediction: Q

Target: B
Prediction: A

Target: B
Prediction: A

Target: G
Prediction: M

Target: N
Prediction: M

Target: S
Prediction: A

Target: D
Prediction: Q

Target: G
Prediction: A

Target: V
Prediction: Y

Target: Q
Prediction: Q

Target: W
Prediction: Y

Target: T
Prediction: Y

Target: K
Prediction: D

Target: J
Prediction: A

Target: A
Prediction: A

Target: N
Prediction: M

Target: R
Prediction: A

Target: C
Prediction: A

Target: H
Prediction: M

Target: E
Prediction: A

Target: I
Prediction: Q

Target: D
Prediction: M

Target: G
Prediction: A

Target: Z
Prediction: F

Target: J
Prediction: A

Target: K
Prediction: A

Target: D
Prediction: A

Target: P
Prediction: F

Target: B
Prediction: A

Target: E
Prediction: Q

Target: N
Prediction: A

Target: Q
Prediction: Q

Target: D
Prediction: A

Target: B
Prediction: A

Target: H
Prediction: Q

Target: S
Prediction: A

Target: S
Prediction: F

Target: C
Prediction: A

Target: D
Prediction: A

Target: R
Prediction: A

Target: K
Prediction: D

Target: R
Prediction: A

Target: S
Prediction: A

Target: Z
Prediction: F

Target: S
Prediction: A

Target: N
Prediction: M

Target: X
Prediction: A

Target: B
Prediction: M

Target: B
Prediction: A

Target: V
Prediction: Y

Target: O
Prediction: Q

Target: P
Prediction: F

Target: G
Prediction: A

Target: C
Prediction: A

Target: A
Prediction: A

Target: T
Prediction: I

Target: U
Prediction: P

Target: E
Prediction: A

Target: U
Prediction: Y

Target: Y
Prediction: M

Target: O
Prediction: A

Target: Z
Prediction: F

Target: X
Prediction: A

Target: N
Prediction: A

Target: S
Prediction: A

Target: K
Prediction: A

Target: C
Prediction: Z

Target: O
Prediction: A

Target: S
Prediction: A

Target: I
Prediction: Q

Target: A
Prediction: A

Target: M
Prediction: M

Target: J
Prediction: F

Target: V
Prediction: P

Target: Y
Prediction: Y

Target: U
Prediction: A

Target: N
Prediction: A

Target: E
Prediction: A

Target: T
Prediction: Y

Target: G
Prediction: A

Target: Z
Prediction: A

Target: E
Prediction: D

Target: V
Prediction: Y

Target: E
Prediction: Z

Target: D
Prediction: M

Target: N
Prediction: M

Target: X
Prediction: A

Target: H
Prediction: U

Target: E
Prediction: A

Target: D
Prediction: M

Target: L
Prediction: A

Target: U
Prediction: A

Target: O
Prediction: A

Target: X
Prediction: F

Target: F
Prediction: F

Target: R
Prediction: M

Target: D
Prediction: F

Target: M
Prediction: A

Target: K
Prediction: M

Target: V
Prediction: Y

Target: K
Prediction: X

Target: G
Prediction: A

Target: J
Prediction: A

Target: W
Prediction: M

Target: T
Prediction: Y

Target: A
Prediction: A

Target: R
Prediction: A

Target: D
Prediction: F

Target: B
Prediction: A

Target: D
Prediction: A

Target: S
Prediction: F

Target: S
Prediction: A

Target: J
Prediction: A

Target: Y
Prediction: A

Target: G
Prediction: A

Target: U
Prediction: U

Target: N
Prediction: A

Target: B
Prediction: A

Target: K
Prediction: A

Target: B
Prediction: A

Target: M
Prediction: A

Target: K
Prediction: A

Target: G
Prediction: A

Target: U
Prediction: P

Target: E
Prediction: A

Target: F
Prediction: F

Target: W
Prediction: M

Target: A
Prediction: A

Target: P
Prediction: F

Target: B
Prediction: A

Target: S
Prediction: A

Target: T
Prediction: F

Target: O
Prediction: A

Target: I
Prediction: F

Target: T
Prediction: A

Target: R
Prediction: Q

Target: R
Prediction: D

Target: L
Prediction: A

Target: M
Prediction: M

Target: K
Prediction: Y

Target: E
Prediction: Z

Target: B
Prediction: A

Target: M
Prediction: A

Target: C
Prediction: A

Target: E
Prediction: A

Target: J
Prediction: F

Target: I
Prediction: M

Target: G
Prediction: A

Target: A
Prediction: A

Target: W
Prediction: M

Target: X
Prediction: A

Target: G
Prediction: A

Target: Q
Prediction: M

Target: T
Prediction: Y

Target: U
Prediction: U

Target: M
Prediction: A

Target: T
Prediction: Y

Target: S
Prediction: A

Target: A
Prediction: A

Target: G
Prediction: A

Target: V
Prediction: A

Target: U
Prediction: Q

Target: T
Prediction: Y

Target: C
Prediction: A

Target: Q
Prediction: Q

Target: V
Prediction: A

Target: G
Prediction: A

Target: K
Prediction: D

Target: D
Prediction: A

Average Error on Test Set: 0.08476809210549163

Correctly Predicted: 12.57% of test set

-----------------------------------------------------------------------------
